basisOfRecord,scientificName,taxonRank,countryCode,occurrenceID,catalogNumber,genus,specificEpithet,country,year,eventDate,locality,recordedBy,infraspecificEpithet,decimalLatitude,decimalLongitude,geodeticDatum,setID,verbatimEventDate,typeStatus,stateProvince,identifiedBy,dateIdentified,continent,identifier,month,day,county,modified,recordNumber,habitat,eventRemarks,coordinateUncertaintyInMeters,identificationRemarks,verbatimElevation,otherCatalogNumbers,collectionID,rightsHolder,verbatimLocality,datasetID,verbatimCoordinates,scientificNameAuthorship,kingdom,phylum,order,family,class,collectionCode,nomenclaturalCode,higherClassification,verbatimTaxonRank,institutionCode,occurrenceRemarks,higherGeography,municipality,georeferenceProtocol,fieldNumber,locationRemarks,islandGroup,island,taxonRemarks,identificationQualifier,startDayOfYear,sex,preparations,type,datasetName,informationWithheld,elevation,elevationAccuracy,fieldNotes,institutionID,taxonomicStatus,acceptedNameUsage,references,eventID,taxonID,locationID,identificationID,vernacularName,verbatimCoordinateSystem,ownerInstitutionCode,samplingProtocol,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,eventTime,endDayOfYear,occurrenceDetails,coordinatePrecision,waterBody,identificationVerificationStatus,identificationReferences,canonicalName,organismRemarks,establishmentMeans,relationshipRemarks,measurementRemarks,verbatimRecordedBy,verbatimLongitude,verbatimLatitude,georeferenceRemarks,language,languageRemarks,persistentID,jpegURL,tiffURL,jsonURL,pngSegAllURL,pngSegSelURL,DOI,jpegURL2,tiffURL2
PRESERVED_SPECIMEN,Puccinellia distans (Jacq.) Parl.,SPECIES,BE,http://www.botanicalcollections.be/specimen/BR0000025065053,BR0000025065053,Puccinellia,distans,Belgium,1974,1974-04-18,Dour. Terril St Antoine N.,Piérart P.,,,,,BR,,,,,,,http://www.botanicalcollections.be/specimen/BR0000025065053,4,18,,2017-10-13,S.N.,,,,,,,,Meise Botanic Garden,,,,,Plantae,Tracheophyta,Poales,Poaceae,Liliopsida,,ICBN,,,BR,,,,,,,,,,,,,HerbariumSheet,PhysicalObject,,,,,,http://biocol.org/urn:lsid:biocol.org:col:15605,accepted name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fra,,http://www.botanicalcollections.be/specimen/BR0000025065053,https://zenodo.org/record/1483375/files/BR0000025065053.jpg,https://zenodo.org/record/1483375/files/BR0000025065053.tif,https://zenodo.org/record/1483375/files/BR0000025065053.json,,,http://dx.doi.org/10.5281/zenodo.1483375,,
PRESERVED_SPECIMEN,Pycnanthemum puberulum E.Grant & Epling,SPECIES,US,http://data.rbge.org.uk/herb/E00279745,E00279745,Pycnanthemum,puberulum,United States,1900,1900-09-05,"Leslie, Sumter Co.","Harper, Roland McMillan",,,,,E,1900-09-05,ISOTYPE,Georgia,,,,http://data.rbge.org.uk/herb/E00279745,9,5,,2011-02-07,586,,,,,,BGBASE:313357,http://biocol.org/urn:lsid:biocol.org:col:15670,,,,,,Plantae,Tracheophyta,Lamiales,Lamiaceae,Magnoliopsida,E,ICBN,,,E,,North America,,,,,,,,,248,,herbarium specimen of unspecified type,PhysicalObject,Royal Botanic Garden Edinburgh Herbarium,,,,"Border of rich woods. Geological formation: Middle Eocene, overlaid by Lafayette",,,,,,,,,,degrees minutes seconds,E,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.rbge.org.uk/herb/E00279745,https://zenodo.org/record/1483909/files/E00279745.jpg,https://zenodo.org/record/1483909/files/E00279745.tif,https://zenodo.org/record/1483909/files/E00279745.json,,,http://dx.doi.org/10.5281/zenodo.1483909,,
PRESERVED_SPECIMEN,Pycreus flavescens (L.) P.Beauv. ex Rchb.,SPECIES,FR,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01787477,P01787477,Cyperus,flavescens,France,,,,"Forestier, A. de",,,,,P,,,20 Corse,,,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01787477,,,,2015-09-03,,,,,,,,,,Guagno,,,,Plantae,Tracheophyta,Poales,Cyperaceae,Liliopsida,P,,,,MNHN,,,,,,,,,,,,,hb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - unidentified,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01787477,https://zenodo.org/record/1487236/files/P01787477.jpg,,https://zenodo.org/record/1487236/files/P01787477.json,,,http://dx.doi.org/10.5281/zenodo.1487236,,
PRESERVED_SPECIMEN,Pyrrosia nummularifolia (Sw.) Ching,SPECIES,ID,http://data.biodiversitydata.nl/naturalis/specimen/L.3607362,L.3607362,Pyrrosia,nummularifolia,Indonesia,1968,1968-05-14,"Malesia, Sumatra, prov. Lampung, NW of Kota Angung.",Jacobs M; Expedition of the Rijksherbarium Leiden,,-5.383333,104.416667,WGS84,L,1968/05/14,,Sumatra,,,ASIA,L.3607362,5,14,,,,,,,,,,,,,,,,Plantae,Tracheophyta,Polypodiales,Polypodiaceae,Polypodiopsida,Botany,ICN,Plantae|Pteropsida|Polypodiales|Polypodiaceae,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.biodiversitydata.nl/naturalis/specimen/L.3607362,https://zenodo.org/record/1487052/files/L.3607362.jpg,,https://zenodo.org/record/1487052/files/L.3607362.json,,,http://dx.doi.org/10.5281/zenodo.1487052,,
PRESERVED_SPECIMEN,Pyrus communis L.,SPECIES,EE,TU302230,TU302230,Pyrus,communis,Estonia,1971,1971-05-27,"Põlva raj., Kanepi",L. Pihlapuu,,,,,TU,1971-05-27,,,L. Pihlapuu,1971-09-05T00:00:00.000+0000,,TU302230,5,27,,,,habitat: Aias viljapuuna,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Rosales,Rosaceae,Magnoliopsida,TU,,Viridiplantae; Anthophyta; Eudicotyledonae; Rosales; Rosaceae; Pyrus,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/484011,739066,6668,656155,752134,harilik pirnipuu,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/484011,https://zenodo.org/record/1491024/files/TU302230.jpg,https://zenodo.org/record/1491024/files/TU302230.tif,https://zenodo.org/record/1491024/files/TU302230.json,,,http://dx.doi.org/10.5281/zenodo.1491024,,
PRESERVED_SPECIMEN,Quercus borealis F.Michx.,SPECIES,EE,TU302213,TU302213,Quercus,borealis,Estonia,1983,1983-06-12,"Rakvere r., Neeruti looduskaitsealal",Marie Nelke,,,,,TU,1983-06-12,,,Marie Nelke,1983-06-12T00:00:00.000+0000,,TU302213,6,12,,,,,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Fagales,Fagaceae,Magnoliopsida,TU,,Viridiplantae; Anthophyta; Eudicotyledonae; Fagales; Fagaceae; Quercus,Species,UTE,,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/483353,738408,9689,655497,750801,,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/483353,https://zenodo.org/record/1491022/files/TU302213.jpg,https://zenodo.org/record/1491022/files/TU302213.tif,https://zenodo.org/record/1491022/files/TU302213.json,,,http://dx.doi.org/10.5281/zenodo.1491022,,
PRESERVED_SPECIMEN,Quercus emoryi Porter & J.M.Coult.,SPECIES,US,http://www.botanicalcollections.be/specimen/BR0000019492971,BR0000019492971,Quercus,emoryi,United States,1979,1979-06-06,Arizona. Entre Nogales et Patagonia,Piérart P.,,,,,BR,,,,,,,http://www.botanicalcollections.be/specimen/BR0000019492971,6,6,,2017-10-17,79060625,,,,,,,,Meise Botanic Garden,,,,,Plantae,Tracheophyta,Fagales,Fagaceae,Magnoliopsida,,ICBN,,,BR,,,,,,,,,,,,,HerbariumSheet,PhysicalObject,,,,,,http://biocol.org/urn:lsid:biocol.org:col:15605,unchecked name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fra,,http://www.botanicalcollections.be/specimen/BR0000019492971,https://zenodo.org/record/1483333/files/BR0000019492971.jpg,https://zenodo.org/record/1483333/files/BR0000019492971.tif,https://zenodo.org/record/1483333/files/BR0000019492971.json,,,http://dx.doi.org/10.5281/zenodo.1483333,,
PRESERVED_SPECIMEN,Quercus griffithii Hook.f. & Thomson ex Miq.,SPECIES,CN,http://data.rbge.org.uk/herb/E00287662,E00287662,Quercus,griffithii,China,2006,2006-06-03,"Vicinity of Longshuigou, ca. 2 direct km SE of Tuantian.",Gaoligong Shan Biotic Survey Expedition - Summer 2006,,24.67,98.644444,WGS84,E,2006-06-03,,Yunnan,,,,http://data.rbge.org.uk/herb/E00287662,6,3,Tengchong,2008-11-26,30905,,,,,1150 M,BGBASE:301045,http://biocol.org/urn:lsid:biocol.org:col:15670,,,,,,Plantae,Tracheophyta,Fagales,Fagaceae,Magnoliopsida,E,ICBN,,,E,felling,"Inner China, Korea and Taiwan",,,,,,,,,154,,herbarium specimen of unspecified type,PhysicalObject,Royal Botanic Garden Edinburgh Herbarium,,1150,0,Tree ca. 15 m tall. Young fruit grayish. Dominated by Lithocarpus and Schima. Growing in forest in sun.,,,,,,,,,,degrees minutes seconds,E,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.rbge.org.uk/herb/E00287662,https://zenodo.org/record/1483919/files/E00287662.jpg,https://zenodo.org/record/1483919/files/E00287662.tif,https://zenodo.org/record/1483919/files/E00287662.json,,,http://dx.doi.org/10.5281/zenodo.1483919,,
PRESERVED_SPECIMEN,Quercus ilex L.,SPECIES,FR,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06748847,P06748847,Quercus,ilex,France,1853,1853-06-05,,Ayraud,,46.47991,-0.85233,WGS84,P,,,Pays-de-Loire,,,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06748847,6,5,,2015-09-05,,,,,,,,,,Longèves,,,,Plantae,Tracheophyta,Fagales,Fagaceae,Magnoliopsida,P,,,,MNHN,,,,,,,,,,,,,hb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fra,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06748847,https://zenodo.org/record/1487451/files/P06748847.jpg,,https://zenodo.org/record/1487451/files/P06748847.json,,,http://dx.doi.org/10.5281/zenodo.1487451,,
PRESERVED_SPECIMEN,Quercus myrsinifolia Blume,SPECIES,CN,http://data.rbge.org.uk/herb/E00247341,E00247341,Quercus,myrsinifolia,China,1932,1932-04-26,"Chekiang, Chin-Shin.","Ho, Y.Y.",,,,,E,1932-04-26,,,,,,http://data.rbge.org.uk/herb/E00247341,4,26,,2007-10-02,1026,,,,,,BGBASE:269941,http://biocol.org/urn:lsid:biocol.org:col:15670,,,,,,Plantae,Tracheophyta,Fagales,Fagaceae,Magnoliopsida,E,ICBN,,,E,,"Inner China, Korea and Taiwan",,,,,,,,,117,,herbarium specimen of unspecified type,PhysicalObject,Royal Botanic Garden Edinburgh Herbarium,,,,,,,,,,,,,,degrees minutes seconds,E,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.rbge.org.uk/herb/E00247341,https://zenodo.org/record/1483879/files/E00247341.jpg,https://zenodo.org/record/1483879/files/E00247341.tif,https://zenodo.org/record/1483879/files/E00247341.json,,,http://dx.doi.org/10.5281/zenodo.1483879,,
PRESERVED_SPECIMEN,Radula javanica var. originalis Gottsche,VARIETY,ID,http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0104847,PC0104847,Radula,javanica,Indonesia,,,,s.c.,originalis,,,,P,,TYPE,,Gottsche,,,http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0104847,,,,2014-06-23,,,,,,,,,,Java,,,,Plantae,Marchantiophyta,Porellales,Radulaceae,Jungermanniopsida,PC,,,,MNHN,,,,,,,,,,,,,hb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - translingual,http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0104847,https://zenodo.org/record/1487465/files/PC0104847.jpg,,https://zenodo.org/record/1487465/files/PC0104847.json,,,http://dx.doi.org/10.5281/zenodo.1487465,,
PRESERVED_SPECIMEN,Ranunculus auricomus L.,SPECIES,BE,http://www.botanicalcollections.be/specimen/BR0000012578290,BR0000012578290,Ranunculus,auricomus,Belgium,1888,1888-05-01,Bonnert,Lemoine E.,,,,,BR,Mai 1888,,,,,,http://www.botanicalcollections.be/specimen/BR0000012578290,5,,,2009-04-16,S.N.,,,,,,,,Meise Botanic Garden,,,,,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Magnoliopsida,,ICBN,,,BR,,,,,,,,,,,,,HerbariumSheet,PhysicalObject,,,,,,http://biocol.org/urn:lsid:biocol.org:col:15605,accepted name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fra,,http://www.botanicalcollections.be/specimen/BR0000012578290,https://zenodo.org/record/1483180/files/BR0000012578290.jpg,https://zenodo.org/record/1483180/files/BR0000012578290.tif,https://zenodo.org/record/1483180/files/BR0000012578290.json,,,http://dx.doi.org/10.5281/zenodo.1483180,,
PRESERVED_SPECIMEN,Ranunculus auricomus L.,SPECIES,BE,http://www.botanicalcollections.be/specimen/BR0000015272775V,BR0000015272775V,Ranunculus,auricomus,Belgium,1948,1948-01-01,Waarloos,Margaretha De Ridder,,,,,BR,,,,,,,http://www.botanicalcollections.be/specimen/BR0000015272775V,,,,2017-07-10,SN,,,,,,,,Meise Botanic Garden,,,,,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Magnoliopsida,,ICBN,,,BR,,,,,,,,,,,,,HerbariumSheet,PhysicalObject,,,,,,http://biocol.org/urn:lsid:biocol.org:col:15605,accepted name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nld,,http://www.botanicalcollections.be/specimen/BR0000015272775V,https://zenodo.org/record/1483329/files/BR0000015272775V.jpg,https://zenodo.org/record/1483329/files/BR0000015272775V.tif,https://zenodo.org/record/1483329/files/BR0000015272775V.json,,,http://dx.doi.org/10.5281/zenodo.1483329,,
PRESERVED_SPECIMEN,Ranunculus pedatifidus var. leiocarpus (Trautv.) Fernald,VARIETY,CA,http://www.botanicalcollections.be/specimen/BR0000025759242V,BR0000025759242V,Ranunculus,pedatifidus,Canada,,,,Longton R.E.,leiocarpus,,,,BR,,,,,,,http://www.botanicalcollections.be/specimen/BR0000025759242V,,,,2017-04-12,S.N.,,,,,,,,Meise Botanic Garden,,,,,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Magnoliopsida,,ICBN,,,BR,,,,,,,,,,,,,HerbariumSheet,PhysicalObject,,,,,,http://biocol.org/urn:lsid:biocol.org:col:15605,unchecked name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://www.botanicalcollections.be/specimen/BR0000025759242V,https://zenodo.org/record/1483447/files/BR0000025759242V.jpg,https://zenodo.org/record/1483447/files/BR0000025759242V.tif,https://zenodo.org/record/1483447/files/BR0000025759242V.json,,,http://dx.doi.org/10.5281/zenodo.1483447,,
PRESERVED_SPECIMEN,Ranunculus peltatus Schrank var. septentrionalis,species,FI,http://id.luomus.fi/HA.H0189868,HA.H0189868,Ranunculus,peltatus,FI,1881,1881-07-17,Hormajärvi,"Lindberg, H.",septentrionalis,,,WGS84,H,,Lectotype,Uusimaa,Not on sheet,,Europe,http://tun.fi/MY.99672,7,17,Lohja,1382503549,,,,1e5,,,H0189868,http://tun.fi/HR.129,Luomus,"Finnlandia, Ab [Regio aboënsis], par. Lojo [Lohja] lac. Hormasjö [Hormajärvi].",GX.22,"60.2861, 24.0119",Schrank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranunculus peltatus var. septentrionalis,Not on sheet,,,,Harald Lindberg,,,,lat,,http://id.luomus.fi/HA.H0189868,https://zenodo.org/record/1485530/files/HA.H0189868.jpg,https://zenodo.org/record/1485530/files/HA.H0189868.tif,https://zenodo.org/record/1485530/files/HA.H0189868.json,,,http://dx.doi.org/10.5281/zenodo.1485530,,
PRESERVED_SPECIMEN,Ranunculus poluninii P.H.Davis,SPECIES,TR,http://specimens.kew.org/herbarium/K000692868,K000692868,Ranunculus,poluninii,Turkey,1954,1954-08-24,Prov. Bitlis dist. Kotum: Karz Dag above Kamer.,"Davis, P.H.; Polunin, O.",,,,,K,,ISOTYPE,,,,,K000692868,8,24,,2010-11-16,24596,In limestone ravine.,Leaves glaucous; sepals reflexed!,,,,,,,,,,,Plantae,Tracheophyta,Ranunculales,Ranunculaceae,Magnoliopsida,Herbarium,,RANUNCULACEAE,,K,In association with K000692867.,,,label,,,,,,,,,,,,,2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://specimens.kew.org/herbarium/K000692868,https://zenodo.org/record/1485934/files/K000692868.jpg,https://zenodo.org/record/1485934/files/K000692868.tif,https://zenodo.org/record/1485934/files/K000692868.json,,,http://dx.doi.org/10.5281/zenodo.1485934,,
PRESERVED_SPECIMEN,"Rapistrum rugosum J.P.Bergeret, 1786",SPECIES,EE,TU302161,TU302161,Rapistrum,rugosum,Estonia,1959,1959-07-15,Tallinn,A. Remmel,,,,,TU,1959-07-15,,,A. Remmel,1959-07-15T00:00:00.000+0000,,TU302161,7,15,,,,habitat: Kalasadama kõrval raudtee ääres massikogumikena,,,,,,,"Natural History Museum, University of Tartu",,4,,,Plantae,Tracheophyta,Brassicales,Brassicaceae,Magnoliopsida,TU,,Viridiplantae; Anthophyta; Eudicotyledonae; Brassicales; Brassicaceae; Rapistrum,Species,UTE,Ex Herb A. Remmel,,,,,,,,,,,,,PhysicalObject,Specimen: plant,,,,,http://biocol.org/urn:lsid:biocol.org:col:34384,,,https://plutof.ut.ee/#/specimen/view/483218,738273,6770,655362,750656,kurd-sineptõlkjas,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,https://plutof.ut.ee/#/specimen/view/483218,https://zenodo.org/record/1491019/files/TU302161.jpg,https://zenodo.org/record/1491019/files/TU302161.tif,https://zenodo.org/record/1491019/files/TU302161.json,,,http://dx.doi.org/10.5281/zenodo.1491019,,
PRESERVED_SPECIMEN,Raputiarana subsigmoidea (Ducke) Emmerich,SPECIES,BR,http://specimens.kew.org/herbarium/K000447642,K000447642,Raputiarana,subsigmoidea,Brazil,2007,2007-05-31,Parque Estadual Cristalino. Trilha para topo da grande serra no sudoeste do parque. Entrada pela Fazenda Paraná.GPS :EF2 005,"Piva, J.H.; Henicka, G.S.; Beltrame, E.; Bessa, M.A.; Sasaki, D.",,-9.5,-55.81,WGS84,K,,,,"Pirani, J.R.",,,K000447642,5,31,,2010-02-26,1657,"Mata de terra firme no pé da serra, com muitas palmeiras sete-pernas (Socratea exorhiza).terrestre",Arvoreta ca. 3 m alt. Frutos secos castanhos. Arvoreta,,,,,,,,,,,Plantae,Tracheophyta,Sapindales,Rutaceae,Magnoliopsida,Herbarium,,RUTACEAE,,K,,Novo Mundo,Novo Mundo,GPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,por,,http://specimens.kew.org/herbarium/K000447642,https://zenodo.org/record/1485853/files/K000447642.jpg,https://zenodo.org/record/1485853/files/K000447642.tif,https://zenodo.org/record/1485853/files/K000447642.json,,,http://dx.doi.org/10.5281/zenodo.1485853,,
PRESERVED_SPECIMEN,Relhania viscosa L'Hér.,SPECIES,ZZ,http://data.biodiversitydata.nl/naturalis/specimen/L%20%200002252,L  0002252,Oedera,viscosa,unknown or invalid,,,,Unknown,,,,,L,,ISOTYPE,,Bremer K,,,L  0002252,,,,,,,,,,,,,,,,,,Plantae,Tracheophyta,Asterales,Asteraceae,Magnoliopsida,Botany,ICN,Plantae|Magnoliopsidae|Asterales|Compositae,species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,und,ZZ - translingual,http://data.biodiversitydata.nl/naturalis/specimen/L%20%200002252,https://zenodo.org/record/1486750/files/L  0002252.jpg,,https://zenodo.org/record/1486750/files/L  0002252.json,,,http://dx.doi.org/10.5281/zenodo.1486750,,
PRESERVED_SPECIMEN,Renealmia pluriplicata Maas,SPECIES,PA,http://data.rbge.org.uk/herb/E00531143,E00531143,Renealmia,pluriplicata,Panama,1974,1974-09-12,"El Llano-Carthi Road, 10-12 km from El Llano","Maas, P.J.M.",,,,,E,1974-09-12,HOLOTYPE,Provincia de Panamá,,,,http://data.rbge.org.uk/herb/E00531143,9,12,,2012-07-09,1679,,,,,400 M,BGBASE:563947,http://biocol.org/urn:lsid:biocol.org:col:15670,,,,,,Plantae,Tracheophyta,Zingiberales,Zingiberaceae,Liliopsida,E,ICBN,,,E,,W. Tropical South America,,,,,,,,,255,,photograph of unspecified type (including photocopy),PhysicalObject,Royal Botanic Garden Edinburgh Herbarium,,400,0,"Herb to 1.5 m tall, leaves pluriplicate, bracts dark red, rachis and pedicels pale red, calyx dark red, fruit (1-4-seeded) black, arils orange Forest",,,,,,,,,,degrees minutes seconds,E,,,,,,,,,,,,,,,,,,,,,,,,,eng,,http://data.rbge.org.uk/herb/E00531143,https://zenodo.org/record/1484121/files/E00531143.jpg,https://zenodo.org/record/1484121/files/E00531143.tif,https://zenodo.org/record/1484121/files/E00531143.json,,,http://dx.doi.org/10.5281/zenodo.1484121,,
PRESERVED_SPECIMEN,Reseda bracteata Boiss.,SPECIES,AF,http://data.rbge.org.uk/herb/E00248860,E00248860,Reseda,bracteata,Afghanistan,1967,1967-06-04,Khost,"Rechinger, Karl Heinz",,33.366667,70.016667,WGS84,E,1967-06-04,ISOTYPE,,,,,http://data.rbge.org.uk/herb/E00248860,6,4,,2011-02-07,35524,,,,,1200 M,BGBASE:263384,http://biocol.org/urn:lsid:biocol.org:col:15670,,,,,,Plantae,Tracheophyta,Brassicales,Resedaceae,Magnoliopsida,E,ICBN,,,E,,West Asia and Egypt,,,,,,,,,155,,herbarium specimen of unspecified type,PhysicalObject,Royal Botanic Garden Edinburgh Herbarium,,1200,0,In collibus saxosis,,,,,,,,,,degrees minutes seconds,E,,,,,,,,,,,,,,,,,,,,,,,,,lat,,http://data.rbge.org.uk/herb/E00248860,https://zenodo.org/record/1483885/files/E00248860.jpg,https://zenodo.org/record/1483885/files/E00248860.tif,https://zenodo.org/record/1483885/files/E00248860.json,,,http://dx.doi.org/10.5281/zenodo.1483885,,
PRESERVED_SPECIMEN,Reseda luteola L.,SPECIES,FR,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04659857,P04659857,Reseda,luteola,France,1903,1903-01-01,,"Guffroy, C.",,48.67806,-3.84695,WGS84,P,,,Bretagne,,,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04659857,1,1,,2015-09-05,,,,,,,,,,Bretagne. Térénez (Fin/re),,,,Plantae,Tracheophyta,Brassicales,Resedaceae,Magnoliopsida,P,,,,MNHN,,,,,,,,,,,,,hb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fra,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p04659857,https://zenodo.org/record/1487395/files/P04659857.jpg,,https://zenodo.org/record/1487395/files/P04659857.json,,,http://dx.doi.org/10.5281/zenodo.1487395,,
PRESERVED_SPECIMEN,Retiniphyllum laxiflorum N.E.Br.,SPECIES,BR,http://specimens.kew.org/herbarium/K000001916,K000001916,Retiniphyllum,laxiflorum,Brazil,1994,1994-05-02,"Salão, Campos Gerais do Salao.","Ganev, W.",,-13.25,-41.87,WGS84,K,,,,Zappi,,,K000001916,5,2,,2002-04-03,3193,"Campo rupestre, solo areno-argiloso com muito cascalho de quartzo.",,,,,,,,,,,,Plantae,Tracheophyta,Gentianales,Rubiaceae,Magnoliopsida,Herbarium,,RUBIACEAE,,K,,Abaíra,Abaíra,Label,,,,,,cf.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,por,,http://specimens.kew.org/herbarium/K000001916,https://zenodo.org/record/1485715/files/K000001916.jpg,https://zenodo.org/record/1485715/files/K000001916.tif,https://zenodo.org/record/1485715/files/K000001916.json,,,http://dx.doi.org/10.5281/zenodo.1485715,,
PRESERVED_SPECIMEN,Retiniphyllum schomburgkii Müll.Arg.,SPECIES,GY,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836527,P00836527,Retiniphyllum,schomburgkii,Guyana,1837,1837-01-01,,"Schomburgk, M.R.",,,,,P,,ISOLECTOTYPE,,Delprete,,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836527,,,,2015-11-04,,,,,,,,,,Guyane Anglaise,,,,Plantae,Tracheophyta,Gentianales,Rubiaceae,Magnoliopsida,P,,,,MNHN,,,,,179,,,,,,,,hb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fra,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00836527,https://zenodo.org/record/1487218/files/P00836527.jpg,,https://zenodo.org/record/1487218/files/P00836527.json,,,http://dx.doi.org/10.5281/zenodo.1487218,,
PRESERVED_SPECIMEN,Rhagadiolus hedypnois All.,SPECIES,none,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02834327,P02834327,Hedypnois,hedypnois,,,,,,,,,,P,,,,,,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02834327,,,,2015-09-04,,,,,,,,,,,,,,Plantae,Tracheophyta,Asterales,Asteraceae,Magnoliopsida,P,,,,MNHN,,,,,,,,,,,,,hb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lat,,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02834327,https://zenodo.org/record/1487304/files/P02834327.jpg,,https://zenodo.org/record/1487304/files/P02834327.json,,,http://dx.doi.org/10.5281/zenodo.1487304,,
PRESERVED_SPECIMEN,Rhizogonium vallis-gratiae (Hampe ex Müll.Hal.) Hampe,SPECIES,ZA,2cce7494-497d-426f-81cb-82bc9837218d,BM000668630,Pyrrhobryum,vallis-gratiae,South Africa,1894,1894-01-01,,"Breutel, J.",,-28.99853,25.092539,WGS84,BM,,HOLOTYPE,,,,AFRICA,4520889,,,,2017-10-13,s.n.,,,,,,NHMUK:ecatalogue:4520889,,,,,,,Plantae,Bryophyta,Bryales,Rhizogoniaceae,Bryopsida,BOT,,Bryophyta; Rhizogoniaceae,,NHMUK,,Africa; South Africa,,Google Earth,s.n.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lat,,http://data.nhm.ac.uk/object/2cce7494-497d-426f-81cb-82bc9837218d,https://zenodo.org/record/1480320/files/BM000668630.jpg,https://zenodo.org/record/1480320/files/BM000668630.tif,https://zenodo.org/record/1480320/files/BM000668630.json,,,http://dx.doi.org/10.5281/zenodo.1480320,,
